gene_id,symbol,biotype,baseMean,log2FoldChange,lfcSE,pvalue,padj,rna
ENSG00000132688.10,NES,protein_coding,4012.640979644761,-6.071254333139343,0.5511974112207177,1.4812217393061518e-29,1.0154448305552446e-26,lower GFP_negative
ENSG00000008517.16,IL32,protein_coding,1555.021238859357,-6.0572010031614365,0.443514448294093,1.0702581032408125e-43,3.228326542615587e-40,lower GFP_negative
ENSG00000139055.6,ERP27,protein_coding,104.60516390456777,-6.045831614539098,0.9435840671001215,1.566806012254995e-11,1.4858326998803687e-9,lower GFP_negative
ENSG00000108691.9,CCL2,protein_coding,1174.056431214971,-6.0152610002702165,0.6064108724048088,1.709723936378214e-24,6.785804318014795e-22,lower GFP_negative
ENSG00000125730.16,C3,protein_coding,5792.096099557231,-6.001310105328818,0.3779595029314225,4.9642143325429415e-58,7.487028056341264e-54,lower GFP_negative
ENSG00000197301.7,RP11-366L20.2,antisense,168.22159561268066,-5.996933392307076,0.7326825432968117,2.6415912482132028e-17,5.533399889659934e-15,lower GFP_negative
ENSG00000115221.10,ITGB6,protein_coding,268.90577097522856,-5.982492085393144,0.6448126585313608,1.3532349996597464e-21,4.0018608362486854e-19,lower GFP_negative
ENSG00000136352.17,NKX2-1,protein_coding,105.32713713129503,-5.942114975263532,1.1059015543644957,5.0023741199849715e-9,3.309026599895322e-7,lower GFP_negative
ENSG00000119686.9,FLVCR2,protein_coding,126.331512273201,-5.879475549908923,0.8400581186255008,2.237947621641647e-13,2.7219940346451063e-11,lower GFP_negative
ENSG00000120057.4,SFRP5,protein_coding,732.7763739901329,-5.7747883741254915,0.4651931232277568,1.2614862301707637e-36,1.902573532343546e-33,lower GFP_negative
ENSG00000166828.2,SCNN1G,protein_coding,819.2603216730502,-5.767605739523149,0.4679865052486906,3.6380407878516075e-36,4.5724109301981616e-33,lower GFP_negative
ENSG00000180340.6,FZD2,protein_coding,116.01496480913141,-5.76127204354756,0.8445580114259753,8.37435766078172e-13,9.715543249223838e-11,lower GFP_negative
ENSG00000167614.13,TTYH1,protein_coding,1117.330843956457,-5.6952139579704975,0.4707938813799252,5.9974998418481e-35,6.721048487349015e-32,lower GFP_negative
ENSG00000075673.11,ATP12A,protein_coding,355.0702416102465,-5.684356291524312,0.6289583931237915,8.438949008836743e-21,2.314113253659559e-18,lower GFP_negative
ENSG00000011028.13,MRC2,protein_coding,68.19284817239557,-5.592057073099087,1.1495045054598199,8.798263161835274e-8,4.437973411598649e-6,lower GFP_negative
ENSG00000196611.4,MMP1,protein_coding,115.60422350290841,-5.576414802204449,0.7978880699432769,2.4356973516562093e-13,2.938814996614316e-11,lower GFP_negative
ENSG00000148677.6,ANKRD1,protein_coding,496.768666968051,-5.564340072574804,0.5053437872467694,2.013624930619054e-29,1.320412661025938e-26,lower GFP_negative
ENSG00000188897.8,CTD-3088G3.8,protein_coding,80.88030608773244,-5.554176308690106,1.1304379755992828,6.12304369506994e-8,3.16259400715907e-6,lower GFP_negative
ENSG00000197616.11,MYH6,protein_coding,87.30408439098971,-5.550814867214258,1.2627599596900323,5.580211254081954e-7,2.286976797121305e-5,lower GFP_negative
ENSG00000007237.18,GAS7,protein_coding,949.465544314457,-5.540916555369604,0.4584837955361779,6.238872750489737e-35,6.721048487349015e-32,lower GFP_negative
ENSG00000169908.11,TM4SF1,protein_coding,2815.9644362834406,-5.5217831462900815,0.4831717135035815,1.5029006515539856e-31,1.333338095690424e-28,lower GFP_negative
ENSG00000130701.3,RBBP8NL,protein_coding,106.70277225391906,-5.518790260088037,1.001669726511248,2.078335201508767e-9,1.4725273110331868e-7,lower GFP_negative
ENSG00000169347.16,GP2,protein_coding,812.0478567145894,-5.4984516821077625,0.47312234192195335,1.9425057727870855e-32,1.8310545040734265e-29,lower GFP_negative
ENSG00000176092.14,AIM1L,protein_coding,345.223814959809,-5.497724078974356,0.793321223507007,1.9284515158640202e-13,2.3840086690377993e-11,lower GFP_negative
ENSG00000163661.3,PTX3,protein_coding,134.09716386517283,-5.497291095113172,0.7537847080277656,2.5260967183009628e-14,3.432305468956317e-12,lower GFP_negative
ENSG00000137673.8,MMP7,protein_coding,75.50341452995485,-5.48146892441483,1.0617454899596666,1.8400809668127207e-8,1.079848293442391e-6,lower GFP_negative
ENSG00000158516.11,CPA2,protein_coding,1410.320244505439,-5.427100102011264,0.4347926720193771,5.376029476838079e-37,9.009030729963545e-34,lower GFP_negative
ENSG00000169896.16,ITGAM,protein_coding,69.7818638449593,-5.39980933249769,1.031715809075473,1.4614851187951947e-8,8.852256450469529e-7,lower GFP_negative
ENSG00000197415.11,VEPH1,protein_coding,195.73669945150658,-5.380898359664936,0.6696858433314328,5.627661181671865e-17,1.1469781884050686e-14,lower GFP_negative
ENSG00000188488.13,SERPINA5,protein_coding,3268.0984630162875,-5.350719175747887,0.3755448383496377,2.552811411369541e-47,1.2833833902091805e-43,lower GFP_negative
ENSG00000108244.16,KRT23,protein_coding,128.78322837191206,-5.3461802676241374,1.0980313770934234,4.8926166428728344e-8,2.607436191088625e-6,lower GFP_negative
ENSG00000169403.11,PTAFR,protein_coding,646.0839079534044,-5.330745239950445,0.5006313872909138,9.751829796118531e-28,5.071624033967576e-25,lower GFP_negative
ENSG00000162493.16,PDPN,protein_coding,88.71590353681935,-5.308196962095591,0.9476035730994007,1.5725024181481861e-9,1.124003861161656e-7,lower GFP_negative
ENSG00000163453.11,IGFBP7,protein_coding,520.5337248056373,-5.307329691596579,0.5831147109013173,4.502903798258512e-21,1.28137349217613e-18,lower GFP_negative
ENSG00000118785.13,SPP1,protein_coding,1593.682627923552,-5.286320417311358,0.4781566947242747,9.932208470918726e-30,7.133217531352201e-27,lower GFP_negative
ENSG00000183691.4,NOG,protein_coding,85.29150178619656,-5.269323315666824,1.217840358199991,7.23195545416218e-7,2.8778984738700265e-5,lower GFP_negative
ENSG00000074527.11,NTN4,protein_coding,354.1444983962624,-5.239547768223733,0.628773416407974,3.787818546913014e-18,8.788904511468013e-16,lower GFP_negative
ENSG00000137462.6,TLR2,protein_coding,228.53632548514554,-5.227037024111316,0.6774877934630844,7.233857277037892e-16,1.225854330924556e-13,lower GFP_negative
ENSG00000081479.12,LRP2,protein_coding,699.7465723003381,-5.209716867167958,0.5271438018712187,2.4617708820814686e-24,9.520109857321207e-22,lower GFP_negative
ENSG00000162692.10,VCAM1,protein_coding,189.6310824162499,-5.2062682610381685,0.7929172028934109,2.8493636015170645e-12,3.1367957546044064e-10,lower GFP_negative
ENSG00000105974.11,CAV1,protein_coding,202.47697443192138,-5.205479528834422,0.6316938115757106,1.1081802814311878e-17,2.4243809247403784e-15,lower GFP_negative
ENSG00000166670.9,MMP10,protein_coding,276.55118341849544,-5.154967455237475,0.6892039379153626,3.6192876891805645e-15,5.458609692822127e-13,lower GFP_negative
ENSG00000123560.13,PLP1,protein_coding,73.69914908858509,-5.144929648117844,1.040160131873877,4.3874015695200294e-8,2.371712920125487e-6,lower GFP_negative
ENSG00000105894.11,PTN,protein_coding,163.09253754486872,-5.141776603691085,0.8350624379672812,4.044368408055299e-11,3.5670856333502938e-9,lower GFP_negative
ENSG00000185215.8,TNFAIP2,protein_coding,1552.8147087854186,-5.141227777058857,0.40008843074763906,4.485888865500364e-39,9.665167981353784e-36,lower GFP_negative
ENSG00000256663.1,RP11-424C20.2,processed_pseudogene,131.14829362473398,-5.130703026663755,0.8576026721414753,1.265294961807561e-10,1.0259773448377224e-8,lower GFP_negative
ENSG00000112280.15,COL9A1,protein_coding,165.58606737126138,-5.129223185326138,0.702847016252021,1.8478343427248432e-14,2.5567924364198243e-12,lower GFP_negative
ENSG00000135374.9,ELF5,protein_coding,229.49822318623092,-5.107789386773268,0.6042076126633575,1.6235637655591712e-18,3.8867601130418125e-16,lower GFP_negative
ENSG00000058085.14,LAMC2,protein_coding,1208.4187275093586,-5.06022687196753,0.40851078887264136,1.6020407910310212e-36,2.1965435645754417e-33,lower GFP_negative
ENSG00000102837.6,OLFM4,protein_coding,1918.355475432371,-5.042935195621535,0.6606938462376534,1.040239344319179e-15,1.724053823189215e-13,lower GFP_negative
ENSG00000154930.14,ACSS1,protein_coding,950.6378186295511,-5.029324677280829,0.47701908439275864,2.7663280306151277e-27,1.3458632050883017e-24,lower GFP_negative
ENSG00000182752.9,PAPPA,protein_coding,321.55794671278124,-4.980235588412478,0.5246253557191065,1.2748571500607283e-22,4.471487334236257e-20,lower GFP_negative
ENSG00000120937.8,NPPB,protein_coding,81.44580174468192,-4.979383323981949,0.9228571314534898,4.523983080176805e-9,3.0190580891693177e-7,lower GFP_negative
ENSG00000197921.5,HES5,protein_coding,150.00083207662442,-4.966887808658336,0.8476934333016553,2.2422801577255643e-10,1.7431994504544825e-8,lower GFP_negative
ENSG00000142627.12,EPHA2,protein_coding,1222.9501020104917,-4.952419502815589,0.5351063270183657,1.0698143386581352e-21,3.226987971128399e-19,lower GFP_negative
ENSG00000176165.10,FOXG1,protein_coding,106.35680521093082,-4.938184680924262,0.8659771909254305,7.031523331797336e-10,5.224110093111696e-8,lower GFP_negative
ENSG00000174502.18,SLC26A9,protein_coding,70.95679810375134,-4.916242070738922,0.954028667453068,1.5684591806090905e-8,9.387103715058057e-7,lower GFP_negative
ENSG00000131620.17,ANO1,protein_coding,246.7078500265738,-4.913479130426088,0.6199757351811687,1.2187487246294255e-16,2.241605885958658e-14,lower GFP_negative
ENSG00000183856.10,IQGAP3,protein_coding,209.75556749835224,-4.90190551551951,0.7521002662043182,3.5739103509616167e-12,3.8778212887196476e-10,lower GFP_negative
ENSG00000165757.8,KIAA1462,protein_coding,934.5038666908156,-4.9014873627945565,0.441799477514086,7.06769593851343e-30,5.329749507232977e-27,lower GFP_negative
ENSG00000065618.18,COL17A1,protein_coding,239.51791794993343,-4.899309690755438,0.8582448228788786,4.992314634953638e-10,3.745974593252277e-8,lower GFP_negative
ENSG00000003400.14,CASP10,protein_coding,309.92772946039486,-4.865322572108091,0.5474586398663625,3.243818286992534e-20,8.583029369196736e-18,lower GFP_negative
ENSG00000176170.13,SPHK1,protein_coding,144.42580778420964,-4.8474750556396495,0.7836761958446268,3.119607795384932e-11,2.8005907601187825e-9,lower GFP_negative
ENSG00000136160.14,EDNRB,protein_coding,100.4374834812346,-4.839598008158517,0.8261617338594712,2.621690018253732e-10,1.9969863058233732e-8,lower GFP_negative
ENSG00000077274.8,CAPN6,protein_coding,312.8476670293967,-4.838861459363055,0.548022418654053,5.49123811132607e-20,1.403709376186776e-17,lower GFP_negative
ENSG00000168004.9,HRASLS5,protein_coding,184.151842223199,-4.829597920259042,0.6374377339778197,2.029130290068135e-15,3.2214045299797485e-13,lower GFP_negative
ENSG00000128283.6,CDC42EP1,protein_coding,996.2113914674717,-4.8286189823641,0.46881752541677274,3.637014759651386e-26,1.5672416172874915e-23,lower GFP_negative
ENSG00000144354.13,CDCA7,protein_coding,62.132212694336175,-4.825689865435819,1.1044182631913164,6.427601397599975e-7,2.591558232134327e-5,lower GFP_negative
ENSG00000213886.3,UBD,protein_coding,5572.888701636333,-4.823189256514339,0.40867913431805014,1.9653504523102804e-33,1.9760943681162433e-30,lower GFP_negative
ENSG00000103335.21,PIEZO1,protein_coding,791.8619904335898,-4.805892311899694,0.5541174263856956,2.1553008126128638e-19,5.3288929271847883e-17,lower GFP_negative
ENSG00000243709.1,LEFTY1,protein_coding,157.30478886544424,-4.797459767635917,0.7164065136915245,1.2803290853495923e-12,1.462872974639587e-10,lower GFP_negative
ENSG00000144476.5,ACKR3,protein_coding,228.4125876061534,-4.776194041364631,0.7986134691371874,9.302442880042196e-11,7.751350470541238e-9,lower GFP_negative
ENSG00000196091.13,MYBPC1,protein_coding,956.9587827586286,-4.748714670464953,0.5046340874976205,2.3838722247383863e-22,7.8159914985879e-20,lower GFP_negative
ENSG00000125726.10,CD70,protein_coding,79.43806092528477,-4.739480077470804,1.1468214219306043,1.5413055266596334e-6,5.601438542910986e-5,lower GFP_negative
ENSG00000000971.15,CFH,protein_coding,95.53643554442166,-4.735021435420224,0.9329810754713483,2.090951641436898e-8,1.2175958554498568e-6,lower GFP_negative
ENSG00000169247.11,SH3TC2,protein_coding,162.92181889064034,-4.7249338267648415,0.6308303720817865,4.254288448112825e-15,6.229434793634721e-13,lower GFP_negative
ENSG00000204936.9,CD177,protein_coding,126.97446845518186,-4.718334878548258,0.9775535593363601,5.923482712299726e-8,3.0806195264449817e-6,lower GFP_negative
ENSG00000005102.12,MEOX1,protein_coding,77.97648545765264,-4.688363565728558,1.1504752797424098,1.9111994376419967e-6,6.846724446203466e-5,lower GFP_negative
ENSG00000204248.10,COL11A2,protein_coding,903.5364164906237,-4.687618100421371,0.6212051041931376,2.1126314567865967e-15,3.319032044922443e-13,lower GFP_negative
ENSG00000163131.10,CTSS,protein_coding,139.77266816236516,-4.659499156708288,0.7154048026292127,3.885844914535777e-12,4.186165214359185e-10,lower GFP_negative
ENSG00000142871.16,CYR61,protein_coding,1063.1972546200518,-4.659333383967185,0.7212785411275409,4.702815668897466e-12,4.994920135092365e-10,lower GFP_negative
ENSG00000203811.1,HIST2H3C,protein_coding,1494.9905252304648,-4.657895991735693,0.6338481712470854,9.465163707710564e-15,1.3467320664121768e-12,lower GFP_negative
ENSG00000254656.1,RTL1,protein_coding,1671.1088229390157,-4.599940962672431,0.4220908410439344,6.047745300526383e-29,3.508157485482266e-26,lower GFP_negative
ENSG00000185885.15,IFITM1,protein_coding,223.17974897544363,-4.599905037512123,0.6303468610149049,1.51582900550114e-14,2.1366105664456253e-12,lower GFP_negative
ENSG00000187498.14,COL4A1,protein_coding,3766.8600925146707,-4.586606122657946,0.48420203715514454,1.3797031920038257e-22,4.729246259500386e-20,lower GFP_negative
ENSG00000113140.10,SPARC,protein_coding,1609.716766009092,-4.571344858527389,0.48308175213050164,1.469896724958808e-22,4.9264405346286095e-20,lower GFP_negative
ENSG00000111913.17,FAM65B,protein_coding,209.33293598592672,-4.538769355589606,0.6835179342953702,1.6333517638989944e-12,1.824756392824047e-10,lower GFP_negative
ENSG00000106538.9,RARRES2,protein_coding,288.1564445673944,-4.517489856299625,0.7378270221256713,4.1600998906613867e-11,3.626741419130349e-9,lower GFP_negative
ENSG00000109193.10,SULT1E1,protein_coding,82.2265790518897,-4.509229852360344,0.8575439483167213,7.806574777666436e-9,4.967880202395155e-7,lower GFP_negative
ENSG00000167900.11,TK1,protein_coding,118.52630127490048,-4.502386874134163,0.8924207398926014,2.1862170969112787e-8,1.263315182207506e-6,lower GFP_negative
ENSG00000184292.6,TACSTD2,protein_coding,337.97727859815814,-4.477007285093693,0.8257474066768548,2.449992328885853e-9,1.7028011200118174e-7,lower GFP_negative
ENSG00000112984.11,KIF20A,protein_coding,102.14794211323489,-4.444920544674082,0.896720236628469,3.3733158786349686e-8,1.8741692049719973e-6,lower GFP_negative
ENSG00000148773.13,MKI67,protein_coding,789.9164176316139,-4.443781498078937,0.6304226490150766,8.399027991908588e-14,1.1015142623823072e-11,lower GFP_negative
ENSG00000114019.14,AMOTL2,protein_coding,1772.9207889565773,-4.4339928277628635,0.5502622368341621,3.744021754822033e-17,7.735251521400809e-15,lower GFP_negative
ENSG00000164690.7,SHH,protein_coding,847.5886405321595,-4.419164844169044,0.635313380524628,1.6284148848064025e-13,2.046646107720847e-11,lower GFP_negative
ENSG00000138829.11,FBN2,protein_coding,1311.1369171517836,-4.402256038697586,0.6305175638641188,1.34629233968415e-13,1.720744158230199e-11,lower GFP_negative
ENSG00000142632.16,ARHGEF19,protein_coding,482.7086736137212,-4.4000567917153095,0.5553740724893801,1.1991036669155705e-16,2.2327014202988435e-14,lower GFP_negative
ENSG00000142089.15,IFITM3,protein_coding,918.1441823032881,-4.390682920313519,0.4261661324240564,3.529592890616798e-26,1.565685881655369e-23,lower GFP_negative
ENSG00000147862.15,NFIB,protein_coding,302.1215469304973,-4.388247793351255,0.5566135234151905,1.5909424341955303e-16,2.890914914763493e-14,lower GFP_negative
ENSG00000160678.11,S100A1,protein_coding,82.1126793240191,-4.386529561836368,0.8419994850451427,1.0171848736722711e-8,6.339331514349253e-7,lower GFP_negative
ENSG00000043039.6,BARX2,protein_coding,321.21247779835505,-4.366501304558951,0.6270797073411549,1.6466187794801256e-13,2.0524218538941533e-11,lower GFP_negative
ENSG00000175063.16,UBE2C,protein_coding,88.82119344554067,-4.365221103580184,0.8653284199085323,2.2765120203265935e-8,1.3104715378078507e-6,lower GFP_negative
ENSG00000080293.9,SCTR,protein_coding,273.58042709412905,-4.3601873907711965,0.6452809550631037,7.330328099157373e-13,8.570233208642751e-11,lower GFP_negative
ENSG00000109610.5,SOD3,protein_coding,99.71697835384131,-4.349448068341654,0.8285411782338195,7.644339960268463e-9,4.885251494947837e-7,lower GFP_negative
ENSG00000142798.17,HSPG2,protein_coding,8473.442892084611,-4.340574913392386,0.48689120779991796,2.433511776916824e-20,6.5539686820463454e-18,lower GFP_negative
ENSG00000110092.3,CCND1,protein_coding,6711.586469712738,-4.338804017593948,0.41073108222325283,2.2636968272722545e-27,1.1380358516306714e-24,lower GFP_negative
ENSG00000237649.7,KIFC1,protein_coding,197.51319152779521,-4.32834418171755,0.89109046643054,4.9240681826411525e-8,2.6149576172744317e-6,lower GFP_negative
ENSG00000087128.9,TMPRSS11E,protein_coding,51.4576923018879,-4.318983099194099,1.110418537023787,5.020105643905375e-6,1.6555330131959957e-4,lower GFP_negative
ENSG00000162591.15,MEGF6,protein_coding,255.318146196598,-4.31461354249269,0.715034091555683,7.796565084409096e-11,6.569150536483687e-9,lower GFP_negative
ENSG00000171617.13,ENC1,protein_coding,3505.1464481488783,-4.3133401165596315,0.38266512735222513,9.558749966906255e-31,7.587635105309481e-28,lower GFP_negative
ENSG00000101057.15,MYBL2,protein_coding,337.6234081944926,-4.308775387954065,0.7997385910605945,3.0860458875787574e-9,2.1156247307483096e-7,lower GFP_negative
ENSG00000078900.14,TP73,protein_coding,67.64974094187335,-4.306742894050605,0.9488648412104914,2.938008718173245e-7,1.2881118455665374e-5,lower GFP_negative
ENSG00000115884.10,SDC1,protein_coding,1678.14963104223,-4.303644616828624,0.6151605311480934,1.2210569240682808e-13,1.5740154298117787e-11,lower GFP_negative
ENSG00000225968.7,ELFN1,protein_coding,63.14469236883877,-4.300891245829625,1.0263972692138288,1.3561342239224712e-6,5.01304322676439e-5,lower GFP_negative
ENSG00000157765.11,SLC34A2,protein_coding,311.3521575097384,-4.296715504164796,0.8566472062358778,2.1595806771404967e-8,1.2527229143320373e-6,lower GFP_negative
ENSG00000065328.16,MCM10,protein_coding,117.77711865570384,-4.293100082817228,0.912927459742599,1.1744587343823708e-7,5.751034620764583e-6,lower GFP_negative
ENSG00000257529.5,RPL36A-HNRNPH2,protein_coding,176.4846519033686,-4.29294146022725,1.0837277554439655,2.7474102296882565e-6,9.569616878558494e-5,lower GFP_negative
ENSG00000132470.13,ITGB4,protein_coding,99.64081643945929,-4.290714021708764,1.0280774022454184,1.2110113864757476e-6,4.5209093393136696e-5,lower GFP_negative
ENSG00000125398.5,SOX9,protein_coding,2793.4540109478307,-4.284429590072148,0.3908823436844138,3.155770104344068e-29,1.9038129885486894e-26,lower GFP_negative
ENSG00000101825.7,MXRA5,protein_coding,98.55148185124494,-4.281768309180778,0.9023689424278956,9.68092892174728e-8,4.8216918905358304e-6,lower GFP_negative
ENSG00000137959.15,IFI44L,protein_coding,81.17505690601456,-4.280380780256942,0.9326282297368561,2.0272454024711327e-7,9.436702209898032e-6,lower GFP_negative
ENSG00000092445.11,TYRO3,protein_coding,747.4548550285808,-4.273330498280331,0.472451267526199,7.720312886902524e-21,2.156254795560442e-18,lower GFP_negative
ENSG00000136732.14,GYPC,protein_coding,144.8961568345671,-4.261533816140595,0.6403968093111688,1.5670120031361139e-12,1.7637070918879753e-10,lower GFP_negative
ENSG00000185559.13,DLK1,protein_coding,33196.86787167718,-4.250185314285808,0.3870552652578134,2.460785507851058e-29,1.5463986262254025e-26,lower GFP_negative
ENSG00000150556.16,LYPD6B,protein_coding,586.6606789455669,-4.237272838553467,0.44596058186480136,1.0807507503988067e-22,3.880924480360667e-20,lower GFP_negative
ENSG00000131037.14,EPS8L1,protein_coding,142.47339416673066,-4.204401556386037,0.780397078479586,3.385345685307491e-9,2.28958670967747e-7,lower GFP_negative
ENSG00000164294.13,GPX8,protein_coding,142.28279984494793,-4.202430150389037,0.6667106862924631,1.4861954370499332e-11,1.4186582013662716e-9,lower GFP_negative
ENSG00000145423.4,SFRP2,protein_coding,157.90117854309904,-4.2002848628023015,0.8565271323982236,4.16776419963095e-8,2.2692498071781223e-6,lower GFP_negative
ENSG00000128591.15,FLNC,protein_coding,448.5997145405224,-4.196645433662108,0.7751788692942596,2.7414627244946776e-9,1.8879790324579325e-7,lower GFP_negative
ENSG00000142449.12,FBN3,protein_coding,249.20348720204979,-4.193092176746246,0.7681402103843818,2.126269180023937e-9,1.498522980052384e-7,lower GFP_negative
ENSG00000165959.11,CLMN,protein_coding,1023.0933523373071,-4.191561009046928,0.4109185638687723,1.0269756127051258e-25,4.3024572752274187e-23,lower GFP_negative
ENSG00000269404.6,SPIB,protein_coding,565.8528374074207,-4.184053079753964,0.5326381046202764,1.945524214951522e-16,3.4931424059403396e-14,lower GFP_negative
ENSG00000198435.3,NRARP,protein_coding,140.93681882050439,-4.170464668522098,0.695008663143355,9.798980009037402e-11,8.120231675620994e-9,lower GFP_negative
ENSG00000134871.17,COL4A2,protein_coding,5742.320553654836,-4.166529755059745,0.48974389534209445,8.824536086428078e-19,2.14663956863723e-16,lower GFP_negative
ENSG00000137747.15,TMPRSS13,protein_coding,172.59240461605657,-4.140078126664421,0.6666236976095216,2.730875340926784e-11,2.495329122629758e-9,lower GFP_negative
ENSG00000189334.8,S100A14,protein_coding,184.33421678326644,-4.1280334812787265,0.8856033507207882,1.3126579441764452e-7,6.304938571359601e-6,lower GFP_negative
ENSG00000111206.12,FOXM1,protein_coding,217.9496059398214,-4.112578652273853,0.7589641619869099,2.704131667962833e-9,1.8708125603768554e-7,lower GFP_negative
ENSG00000131747.14,TOP2A,protein_coding,663.647631668892,-4.108900271635893,0.5453225416203584,2.3972812825631388e-15,3.7274016807852845e-13,lower GFP_negative
ENSG00000168447.10,SCNN1B,protein_coding,217.56582821147134,-4.107261478903213,0.5872688297392987,1.3672439261609346e-13,1.7328380583495138e-11,lower GFP_negative
ENSG00000122863.5,CHST3,protein_coding,870.1516950223422,-4.105610543996165,0.4658015352157913,6.36888591579458e-20,1.6009256230335644e-17,lower GFP_negative
ENSG00000049283.17,EPN3,protein_coding,162.11047952040732,-4.104835884521688,0.7937060758368154,1.064692418555529e-8,6.608103315495675e-7,lower GFP_negative
ENSG00000135476.11,ESPL1,protein_coding,181.8102735631792,-4.103555524334016,0.8305462241339189,3.380016070497171e-8,1.8741692049719973e-6,lower GFP_negative
ENSG00000136167.13,LCP1,protein_coding,770.5597580613938,-4.092023087875059,0.4911151699649943,3.983552377935677e-18,9.103020752125134e-16,lower GFP_negative
ENSG00000137819.13,PAQR5,protein_coding,73.13000712430494,-4.091845386209363,0.8394602860442659,5.841984896141511e-8,3.059333895958551e-6,lower GFP_negative
ENSG00000088325.15,TPX2,protein_coding,571.2533916689662,-4.089830806466697,0.6478846941830839,1.287297696268753e-11,1.244552811225983e-9,lower GFP_negative
ENSG00000196188.10,CTSE,protein_coding,286.0217409721064,-4.0857671862782965,0.6911718955250473,1.5395152643219477e-10,1.2350515540693414e-8,lower GFP_negative
ENSG00000182718.16,ANXA2,protein_coding,3834.7124973256186,-4.0855173685154655,0.380625862022521,3.7614699204262186e-28,2.0260889049952939e-25,lower GFP_negative
ENSG00000140470.13,ADAMTS17,protein_coding,107.06789671928493,-4.070999582302242,0.8676685366715433,1.2496490986098919e-7,6.079744421043351e-6,lower GFP_negative
ENSG00000118523.5,CTGF,protein_coding,1105.741974091785,-4.06001919169932,0.6352837520604209,7.691722239614345e-12,7.632010185385761e-10,lower GFP_negative
ENSG00000129474.15,AJUBA,protein_coding,598.248566259922,-4.057242179373936,0.605701380439997,1.0084892678170078e-12,1.161071384520314e-10,lower GFP_negative
ENSG00000112414.14,ADGRG6,protein_coding,2565.8082692535854,-4.054623775748947,0.4320115061900877,3.2368620470158667e-22,1.017049029022777e-19,lower GFP_negative
ENSG00000143217.8,NECTIN4,protein_coding,260.33393943611514,-4.05404805862051,0.9382966128155823,6.010614796712022e-7,2.4566962700273908e-5,lower GFP_negative
ENSG00000276043.4,UHRF1,protein_coding,442.6863721107695,-4.032684606940729,0.692035861396692,2.584300357276605e-10,1.978498375048008e-8,lower GFP_negative
ENSG00000169856.8,ONECUT1,protein_coding,312.978823667697,-4.015716523039918,0.551244718188902,1.6537608549000988e-14,2.3094464086669714e-12,lower GFP_negative
